類別,雜訊字詞,出現次數
2_分區,南港展覽館】門市,1
2_分區,豐田村門市,1
2_分區,作人員-台南廠,1
2_分區,台達化工頭份廠,1
2_分區,台北市南西門市,1
2_分區,高雄岡山秀泰門市,1
2_分區,祥泰門市,1
2_分區,蛋品安定廠,1
2_分區,電腦廠,1
2_分區,新店區廠,1
2_分區,化學公司彰濱廠,1
2_分區,安街-光電大廠,1
2_分區,台南永康廠,1
2_分區,中壢光電廠,1
2_分區,人員)-觀音廠,1
2_分區,正機會✅冷氣廠,1
2_分區,週休二日筆電廠,1
2_分區,作業員#冷氣廠,1
2_分區,錄取⭐️冷氣廠,1
2_分區,蘆竹-海湖-廠,1
2_分區,V蘆竹AI大廠,1
2_分區,新市區工廠,1
2_分區,大溪知名物流廠,1
2_分區,無塵室設備大廠,1
2_分區,記憶體產品大廠,1
2_分區,草屯門市,1
2_分區,彰濱廠、福興廠,1
2_分區,桃園八德橡膠廠,1
2_分區,40元#食品廠,1
2_分區,鎮五星級電子廠,1
2_分區,的快樂｜冷氣廠,1
2_分區,店短期餅乾工廠,1
2_分區,漁人廠,1
2_分區,AI智慧大廠,1
2_分區,店鋪烘焙坊】門市,1
2_分區,特約門市,1
2_分區,斗六西平店-門市,1
2_分區,-11新饒河門市,1
2_分區,員-高雄鳳山門市,1
2_分區,7-11日新門市,1
2_分區,7-11樂有門市,1
2_分區,7-11禾群門市,1
2_分區,7-11龍舟門市,1
2_分區,7-11鶴鳴門市,1
2_分區,170門市,1
2_分區,世紀廣場門市,1
2_分區,Apple門市,1
2_分區,加盟店-早班門市,1
2_分區,店)-大夜班門市,1
2_分區,鳳山市,1
2_分區,市區運動用品門市,1
2_分區,超商晚班門市,1
2_分區,大夜，超商-門市,1
2_分區,晚班，大夜班門市,1
2_分區,家時代廣場店門市,1
2_分區,"職3C,貼膜門市",1
2_分區,-新竹民生】門市,1
2_分區,】Dr.情趣門市,1
2_分區,新北分公司,1
2_分區,主管_化工大廠,1
2_分區,工店)-早班門市,1
2_分區,)-早班工讀門市,1
2_分區,大里店特賣會門市,1
2_分區,新店舖籌備-門市,1
2_分區,土城中山路廠,1
2_分區,德新興加盟店門市,1
2_分區,好雅店徵中班門市,1
2_分區,眼鏡-和美】門市,1
2_分區,薰衣草門市,1
2_分區,吉仕多門市,1
2_分區,7-11大坑門市,1
2_分區,眼鏡-泰山】門市,1
2_分區,眼鏡-麻豆】門市,1
2_分區,北民生東路】門市,1
2_分區,-台北八德】門市,1
2_分區,-三峽北大】門市,1
2_分區,眼鏡-三峽】門市,1
2_分區,-林口文化】門市,1
2_分區,眼鏡-桃鶯】門市,1
2_分區,眼鏡-內湖】門市,1
2_分區,眼鏡-中和】門市,1
2_分區,眼鏡-路竹】門市,1
2_分區,高雄_岡山廠,1
2_分區,中和區捷興門市,1
2_分區,金華門市,1
2_分區,宏國加盟店徵門市,1
2_分區,家超商大夜班門市,1
2_分區,帝寶店]中班門市,1
2_分區,帝寶店]早班門市,1
2_分區,統一超商正職門市,1
2_分區,西屯門市,1
2_分區,明誠門市,1
2_分區,小港門市,1
2_分區,眼鏡-北港】門市,1
2_分區,全家-大夜班門市,1
2_分區,加盟店–桂花門市,1
2_分區,榮玉加盟店徵門市,1
2_分區,售人員-溪湖門市,1
2_分區,金石加盟店徵門市,1
2_分區,一超商新桃行門市,1
2_分區,大灣門市,1
2_分區,麵包連鎖門市,1
2_分區,Sogo店】門市,1
2_分區,務人員-七賢門市,1
2_分區,★門市,1
2_分區,一超商東山河門市,1
2_分區,鹿棋門市,1
2_分區,統一超商強泥門市,1
2_分區,7-11強泥門市,1
2_分區,)寶山街早班門市,1
2_分區,全職門市,1
2_分區,超商早晚班-門市,1
2_分區,蓮縣聯合招募門市,1
2_分區,沅陞門市,1
2_分區,7-11佳昌門市,1
2_分區,勇店晚早晚班門市,1
2_分區,台科店-夜班門市,1
2_分區,ocus百貨門市,1
2_分區,高雄市新田門市,1
2_分區,台東秀泰門市,1
2_分區,台科店-早班門市,1
2_分區,台科店-中班門市,1
2_分區,大橋頭延三】門市,1
2_分區,職人員-龍江門市,1
2_分區,7-11安捷門市,1
2_分區,011大夜班門市,1
2_分區,瑪蘭威士忌酒廠,1
2_分區,韓語導覽銷售門市,1
2_分區,蘭餅礁溪店晚門市,1
2_分區,-高雄夢時代門市,1
2_分區,/蝦皮店到店門市,1
2_分區,動品牌】台北門市,1
2_分區,國街頭潮牌｜門市,1
2_分區,研華科區門市,1
2_分區,7-11龍美門市,1
2_分區,汐止連興門市,1
2_分區,統一超商民真門市,1
2_分區,-高雄茄萣】門市,1
2_分區,新旭勝門市,1
2_分區,班者佳新旭勝門市,1
2_分區,家便利商店)門市,1
2_分區,板橋地區】門市,1
2_分區,士林超商門市,1
2_分區,湖大全聯店】門市,1
2_分區,朴子門市,1
2_分區,保新門市,1
2_分區,信義地區】門市,1
2_分區,南港地區】門市,1
2_分區,朴站門市,1
2_分區,三峽地區】門市,1
2_分區,7-11央大門市,1
2_分區,班正職_太隆門市,1
2_分區,/夜班_太隆門市,1
2_分區,1晚班_太隆門市,1
2_分區,-11研華科門市,1
2_分區,內湖地區】門市,1
2_分區,新莊地區】門市,1
2_分區,士林地區】門市,1
2_分區,中正地區】門市,1
2_分區,中山地區】門市,1
2_分區,大安地區】門市,1
2_分區,中壢SOGO門市,1
2_分區,新北市蘆洲門市,1
2_分區,台中市逢甲門市,1
2_分區,家大雅楓林店門市,1
2_分區,竹北店食用品門市,1
2_分區,阿蓮門市,1
2_分區,大電信-東海門市,1
2_分區,統一超商麗寶門市,1
2_分區,統一超商佰三門市,1
2_分區,水族用品門市,1
2_分區,TT4FUN門市,1
2_分區,台北地區門市,1
2_分區,北投蝦皮智取門市,1
2_分區,表]台中東勢門市,1
2_分區,統一超商文安門市,1
2_分區,中市漢神洲際門市,1
2_分區,大同地區】門市,1
2_分區,台南旗艦門市,1
2_分區,義市嘉義中山門市,1
2_分區,-11大麗花門市,1
2_分區,南京東路門市,1
2_分區,284門市,1
2_分區,】女性內著✿門市,1
2_分區,兼職/門市,1
2_分區,道-里港中山門市,1
2_分區,/台北大巨蛋門市,1
2_分區,道-屏東驛站門市,1
2_分區,道-仁武仁雄門市,1
2_分區,道-嘉義文化門市,1
2_分區,生鮮處理廠,1
2_分區,士元加油機廠,1
2_分區,台南車廠,1
2_分區,前鎮BMW駐廠,1
2_分區,區-平鎮保修廠,1
2_分區,/封裝測試大廠,1
2_分區,京站門市,1
2_分區,-工業土地、廠,1
2_分區,~擴廠徵才~廠,1
2_分區,城光泉經銷商營業所,1
2_分區,輪三班/仁德廠,1
2_分區,窗半技工/工廠,1
2_分區,積電高雄楠梓廠,1
2_分區,外商車輛零件廠,1
2_分區,中山分公司,1
2_分區,港光泉經銷商營業所,1
2_分區,嘉義嘉泰廠,1
2_分區,s店,1
2_分區,:30中鋼駐廠,1
2_分區,康展望園區』廠,1
2_分區,官田工廠,1
2_分區,務人員-新店營業所,1
2_分區,漢堡八德義勇門市,1
2_分區,新北新埔廠,1
2_分區,外勤廠,1
2_分區,長宏人力/駐廠,1
2_分區,備幹部-關廟廠,1
2_分區,G00-門市,1
2_分區,員林門市,1
2_分區,✌人才媒合+門市,1
2_分區,家居高雄旗艦門市,1
2_分區,麵包門市,1
2_分區,福德廠,1
2_分區,-大台北直營門市,1
2_分區,信義新光A8門市,1
2_分區,萬⭕PCB大廠,1
2_分區,⭕免輪班⭕冷廠,1
2_分區,短期❤紡織廠,1
2_分區,兼職藥局門市,1
2_分區,備幹部-竹北門市,1
2_分區,高雄市】門市,1
2_分區,備幹部-高雄門市,1
2_分區,載板龍頭廠,1
2_分區,新能源科技廠,1
2_分區,––屏東中正門市,1
2_分區,名衛星定位大廠,1
2_分區,和外商電子大廠,1
2_分區,YL蘆竹電子廠,1
2_分區,備組裝／冷氣廠,1
2_分區,嘉義民雄廠,1
2_分區,新北汐科廠,1
2_分區,到店】樹林區門市,1
2_分區,✦分公司,1
2_分區,/副理-竹北廠,1
2_分區,修車廠,1
2_分區,大園區-大園廠,1
2_分區,番薯工廠,1
2_分區,量招募】觀音廠,1
2_分區,5知名食品大廠,1
2_分區,內湖區/小廠,1
2_分區,梓日夜班》駐廠,1
2_分區,大寮鳳屏門市,1
2_分區,假日門市,1
2_分區,技術員＜官田廠,1
2_分區,新豐食品大廠,1
2_分區,山知名晶圓大廠,1
2_分區,生技廠,1
2_分區,飼料廠_廠,1
2_分區,寵物廠,1
2_分區,知名食品工廠,1
2_分區,中科分公司,1
2_分區,餐-台北襄陽門市,1
2_分區,南科】門市,1
2_分區,日月光中壢廠,1
2_分區,職夥伴】莊敬門市,1
2_分區,淡水區洗衣店門市,1
2_分區,南昌門市,1
2_分區,天｜一段班｜門市,1
2_分區,漢堡台南東橋門市,1
2_分區,「全新廠,1
2_分區,台中火力發電廠,1
2_分區,備幹部-鮮食廠,1
2_分區,桃園環球A8門市,1
2_分區,屬回收業務/門市,1
2_分區,線)/設備/廠,1
2_分區,-內湖旗艦店門市,1
2_分區,模具廠,1
2_分區,外商美妝大廠,1
2_分區,縣府門市,1
2_分區,備幹部-屏東廠,1
2_分區,級)_電子大廠,1
2_分區,精密儀器製造廠,1
2_分區,咖啡廳門市,1
2_分區,大咖啡烘焙坊門市,1
2_分區,onut?】門市,1
2_分區,員-水里車埕門市,1
2_分區,北車分店,1
2_分區,ve台中洲際門市,1
2_分區,正職甜點蛋糕門市,1
2_分區,ve台中惠中門市,1
2_分區,59蝦皮智取門市,1
2_分區,發專員-新發廠,1
2_分區,早晚班🌭餐飲門市,1
2_分區,🍱晚班🍱餐飲門市,1
2_分區,學店)-早班門市,1
2_分區,竹北)傢俱門市,1
2_分區,✦鼎中49K門市,1
2_分區,西門店門市,1
2_分區,新豐鎮,1
2_分區,桃園/大溪】廠,1
2_分區,新莊⭐生技藥廠,1
2_分區,作簡單/冷氣廠,1
2_分區,務事業群雲端服務處,1
2_分區,新屋工廠,1
2_分區,首選｜美商大廠,1
2_分區,市淡水區食品廠,1
2_分區,潮州服務廠,1
2_分區,大中服務廠,1
2_分區,柳營鄉,1
2_分區,頭份鎮,1
2_分區,八德市,1
2_分區,大溪鎮,1
2_分區,平鎮市,1
2_分區,楊梅鎮,1
2_分區,龍潭鄉,1
2_分區,塑膠射出廠,1
2_分區,-廠長/副廠,1
2_分區,｜夜班｜林口廠,1
2_分區,桃園蘆竹】廠,1
2_分區,醫藥大廠,1
2_分區,↗】醫藥冷氣廠,1
2_分區,操作員-大寮廠,1
2_分區,坊桃園大遠百門市,1
2_分區,電子連接器大廠,1
2_分區,潮州分公司,1
2_分區,大台北地區-門市,1
2_分區,自動化技術大廠,1
2_分區,新竹區辦事處,1
2_分區,廣東門市,1
2_分區,入AI核心大廠,1
2_分區,大園&手機大廠,1
2_分區,人員】食品工廠,1
2_分區,華鑫二廠,1
2_分區,新店分公司,1
2_分區,岡山分公司,1
2_分區,南港分公司,1
2_分區,廠務維運類】廠,1
2_分區,名電商｜智取門市,1
2_分區,新樹廠,1
2_分區,至新北樹林工廠,1
2_分區,士林營業所,1
2_分區,彰化營業所,1
2_分區,術人員~泰山廠,1
2_分區,休二)-台北廠,1
2_分區,華亞廠,1
2_分區,勤經辦-市府分公司,1
2_分區,勤經辦-大安分公司,1
2_分區,勤經辦-土城分公司,1
2_分區,勤經辦-新店分公司,1
2_分區,勤經辦-松山分公司,1
2_分區,藥局門市]門市,1
2_分區,萬芳門市,1
2_分區,堡農安三重區門市,1
2_分區,堡農安萬華區門市,1
2_分區,堡農安中和區門市,1
2_分區,A4店,1
2_分區,義大世界門市,1
2_分區,🔥保健食品大廠,1
2_分區,名光電設備大廠,1
2_分區,驗可】ABA門市,1
2_分區,★無經驗可】門市,1
2_分區,啡-高雄一心門市,1
2_分區,道旁】知名藥廠,1
2_分區,13:30到廠,1
2_分區,⭐被動元件大廠,1
2_分區,PCB軟板大廠,1
2_分區,帝✅韓國大廠,1
2_分區,603-門市,1
2_分區,航棧-小巨蛋門市,1
2_分區,羅東旗艦店】門市,1
2_分區,名電動汽車】門市,1
2_分區,】新竹大遠百門市,1
2_分區,95-大夜班門市,1
2_分區,749-門市,1
2_分區,GAP】麗寶門市,1
2_分區,大園店大夜班門市,1
2_分區,台北-西門門市,1
2_分區,氣大園店早班門市,1
2_分區,通化店門市,1
2_分區,大直門市,1
2_分區,南陽門市,1
2_分區,竹圍門市,1
2_分區,活蝦】台北各分店,1
2_分區,人員義大世界門市,1
2_分區,南崁】科技大廠,1
2_分區,廠務類：廠,1
2_分區,岡山物流廠,1
2_分區,中壢】知名藥廠,1
2_分區,員林分公司,1
2_分區,教練｜健身工廠,1
2_分區,新竹湳雅廠,1
2_分區,南新竹分公司,1
2_分區,GU門市,1
2_分區,北新竹分公司,1
2_分區,萬華區洗衣店門市,1
2_分區,高雄民族廠,1
2_分區,櫃檯／門市,1
2_分區,可麗烘焙工坊門市,1
2_分區,莊新中平店「門市,1
2_分區,金玉堂門市,1
2_分區,大巨蛋門市,1
2_分區,】麵包門市,1
2_分區,伸港廠,1
2_分區,勤經辦-東大分公司,1
2_分區,生]南崁中正門市,1
2_分區,員林區,1
2_分區,_手機配件/門市,1
2_分區,)_連鎖餐飲門市,1
2_分區,知名網通大廠,1
2_分區,源網通科技大廠,1
2_分區,.平鎮.楊梅分店,1
2_分區,保養品廠廠,1
2_分區,_鎂鋁合金大廠,1
2_分區,中和連城路–廠,1
2_分區,O工業-關廟廠,1
2_分區,知名電器大廠,1
2_分區,全球拉鍊大廠,1
2_分區,黑事業部】建廠,1
2_分區,/供宿★營造廠,1
2_分區,竹科廠,1
2_分區,遠雄汐止門市,1
2_分區,桃園機場門市,1
2_分區,台中遠百門市,1
2_分區,機T2管制區門市,1
2_分區,長期正職｜門市,1
2_分區,期早班正職｜門市,1
2_分區,竹南門市,1
2_分區,r店,1
2_分區,北中南門市,1
2_分區,台積電15A門市,1
2_分區,務單純土城工廠,1
2_分區,erve天母門市,1
2_分區,a信義A11門市,1
2_分區,民族分公司,1
2_分區,纖複合材料大廠,1
2_分區,美國半導體建廠,1
2_分區,醫院店｜兼職門市,1
2_分區,科技店｜兼職門市,1
2_分區,⭐林口手錶大廠,1
2_分區,日商通訊大廠,1
2_分區,－全球60+分公司,1
2_分區,學甲廠,1
2_分區,新北雙和廠,1
2_分區,桃園中壢廠,1
2_分區,台中沙鹿廠,1
2_分區,園AI燈塔工廠,1
2_分區,涯規劃顧問★門市,1
2_分區,台中文心南廠,1
2_分區,台北健康廠,1
2_分區,宜蘭羅東廠,1
2_分區,新北蘆洲廠,1
2_分區,新北林口廠,1
2_分區,彰化金馬廠,1
2_分區,屏東潮州廠,1
2_分區,新竹西大廠,1
2_分區,台中福科廠,1
2_分區,台北長春廠,1
2_分區,台中烏日廠,1
2_分區,市平鎮區化工廠,1
2_分區,新竹橫山)廠,1
2_分區,后里美商科技廠,1
2_分區,輪班工廠,1
2_分區,街夜班-桃園分公司,1
2_分區,鳳揚門市,1
2_分區,中鋼廠,1
2_分區,新路竹門市,1
2_分區,康是美美濃門市,1
2_分區,乾淨廠,1
2_分區,大社廠,1
2_分區,中壢區/電子廠,1
2_分區,💘龜山光學大廠,1
2_分區,擎技師-忠孝廠,1
2_分區,📣製造業-廠,1
2_分區,寵物部門市,1
2_分區,桃中門市,1
2_分區,-台北小巨蛋門市,1
2_分區,餐-桃園青埔門市,1
2_分區,保特約藥局–門市,1
2_分區,高階門市,1
2_分區,車司機–台南廠,1
2_分區,】計時-彰化門市,1
2_分區,)_工具機大廠,1
2_分區,餐-桃園南平門市,1
2_分區,餐-桃園南崁門市,1
2_分區,員-高雄漢民門市,1
2_分區,員-嘉義友愛門市,1
2_分區,工業區)檳榔門市,1
2_分區,印刷電路板大廠,1
2_分區,好涼涼_晚班門市,1
2_分區,高雄服務廠,1
2_分區,手機維修門市,1
2_分區,工務/廠,1
2_分區,好涼涼_早班門市,1
2_分區,零售日用品-門市,1
2_分區,最大汽車製造廠,1
2_分區,進出貨廠,1
2_分區,到店】三重區門市,1
2_分區,、鼓山、岡山門市,1
2_分區,止區】汐萬路廠,1
2_分區,高時薪299門市,1
2_分區,台中中清廠,1
2_分區,台北萬隆廠,1
2_分區,台南中華廠,1
2_分區,英加入）高雄分公司,1
2_分區,：＜中壢晶圓廠,1
2_分區,/夜班＞-駐廠,1
2_分區,意者歡迎到門市,1
2_分區,戰國門市,1
2_分區,師]北市常德門市,1
2_分區,院內主要協力廠,1
2_分區,蘆竹地區】門市,1
2_分區,八里地區】門市,1
2_分區,櫃檯及門市,1
2_分區,民生店－餐飲門市,1
2_分區,成功店門市,1
2_分區,光南門市,1
2_分區,職夥伴-永安門市,1
2_分區,賣廣場】晚班門市,1
2_分區,洗衣店門市,1
2_分區,淡水門市,1
2_分區,新北三重廠,1
2_分區,高雄鳳山廠,1
2_分區,高雄南岡山廠,1
2_分區,ry巢屋].門市,1
2_分區,力-新豐-駐廠,1
2_分區,★另有獎金】門市,1
2_分區,市府店)門市,1
2_分區,南港店)門市,1
2_分區,楊梅廠二廠,1
2_分區,▼✦誠徵門市,1
2_分區,東旗艦店】-門市,1
2_分區,樹林市,1
2_分區,薪230蝦皮門市,1
2_分區,麵麵粥道門市,1
2_分區,市兼職人員★門市,1
2_分區,展售旗艦店-門市,1
2_分區,鳳山晚班高薪門市,1
2_分區,寶山廠,1
2_分區,辣小麵-晚班門市,1
2_分區,台中營業所,1
2_分區,護目鏡大廠,1
2_分區,儀表ODM大廠,1
2_分區,須具備食品廠,1
2_分區,44K】台東門市,1
2_分區,証課】台南駐廠,1
2_分區,台南善化店】門市,1
2_分區,/業務助理/門市,1
2_分區,領6000✅門市,1
2_分區,遊戲/科技大廠,1
2_分區,石牌分公司,1
2_分區,延平分公司,1
2_分區,職夥伴】民生門市,1
2_分區,度C豐原中興門市,1
2_分區,部-桃園桃鶯門市,1
2_分區,中和辦事處,1
2_分區,堡台南中華東門市,1
2_分區,ooi-徐匯門市,1
2_分區,4:00食品廠,1
2_分區,全新擴廠,1
2_分區,日月光駐廠,1
2_分區,⭐/楠梓科技廠,1
2_分區,力顧問_站前門市,1
2_分區,力顧問_衡陽門市,1
2_分區,力顧問_中華門市,1
2_分區,竹科日班＞駐廠,1
2_分區,內兒童樂園｜門市,1
2_分區,🧡近祥儀夢工廠,1
2_分區,士林區，北安門市,1
2_分區,有記名茶-廠,1
2_分區,518-門市,1
2_分區,7-11悅來門市,1
2_分區,北區各分店,1
2_分區,料集團-海外廠,1
2_分區,工程師-彰濱廠,1
2_分區,莎咖啡-北港門市,1
2_分區,外商知名藥廠,1
2_分區,程高階】食品廠,1
2_分區,離型膜廠,1
2_分區,台北錦州門市,1
2_分區,台北小巨蛋門市,1
2_分區,南軟門市,1
2_分區,可】電信直營門市,1
2_分區,區】電信直營門市,1
2_分區,台塑麥寮廠,1
2_分區,中壢]門市,1
2_分區,樹林區-食品廠,1
2_分區,平工業區修理廠,1
2_分區,到店】永和區門市,1
2_分區,飲-台北馬偕門市,1
2_分區,飲-台北石牌門市,1
2_分區,高雄右昌門市,1
2_分區,台北圓環門市,1
2_分區,電線電纜廠,1
2_分區,8~44K】門市,1
2_分區,高雄湖內廠,1
2_分區,市化學材料大廠,1
2_分區,廠務工程類】廠,1
2_分區,店｜檳榔門市,1
2_分區,延平店-檳榔門市,1
2_分區,門–台中龍井廠,1
2_分區,具備與國外原廠,1
2_分區,F店,1
2_分區,tel面板大廠,1
2_分區,裝人員】大里廠,1
2_分區,中區）工程駐廠,1
2_分區,山區濱江街車廠,1
2_分區,五股區廠,1
2_分區,三多分公司,1
2_分區,新台中分公司,1
2_分區,北屯營業所,1
2_分區,南科-科技廠,1
2_分區,錢櫃高雄門市,1
2_分區,公司-信義電廠,1
2_分區,高雄博愛廠,1
2_分區,新莊科技大廠,1
2_分區,高雄楠梓新建廠,1
2_分區,《彰化分公司,1
2_分區,高雄光華廠,1
2_分區,到店】台南區門市,1
2_分區,店-早、晚班門市,1
2_分區,竹南店｜晚班門市,1
2_分區,頭份店｜早班門市,1
2_分區,到店】善化區門市,1
2_分區,】台南安南區門市,1
2_分區,.竹南.頭份門市,1
2_分區,GMP藥廠,1
2_分區,務類】建廠,1
2_分區,市銷售人員/門市,1
2_分區,店到店】高雄門市,1
2_分區,米字部屋門市,1
2_分區,/信義區百貨門市,1
2_分區,台北營業所,1
2_分區,萬－林口文化門市,1
2_分區,工廠廠,1
2_分區,萬－平鎮中豐門市,1
2_分區,五福門市,1
2_分區,益昌門市,1
2_分區,區】知名科技廠,1
2_分區,助_連接器大廠,1
2_分區,台灣分公司,1
2_分區,潮州鎮-潮州分公司,1
2_分區,市中正區忠孝分公司,1
2_分區,民生分公司,1
2_分區,仁愛分公司,1
2_分區,新豐廠/湖口廠,1
2_分區,石店全家大夜門市,1
2_分區,美)_紡織大廠,1
2_分區,生]台中大墩門市,1
2_分區,副理_醫材大廠,1
2_分區,)_再生能源廠,1
2_分區,光復廠,1
2_分區,博愛門市,1
2_分區,】另有門市,1
2_分區,團連鎖烘焙】門市,1
2_分區,古坑門市,1
2_分區,妝品集團台灣分公司,1
2_分區,夢內衣-興南門市,1
2_分區,206-門市,1
2_分區,品)_知名藥廠,1
2_分區,香草工坊義大門市,1
2_分區,樹林廠廠,1
2_分區,南港門市,1
2_分區,量小姐-萬芳門市,1
2_分區,人員-群創七廠,1
2_分區,榮總店｜兼職門市,1
2_分區,湖口門市,1
2_分區,松山門市,1
2_分區,大園廠/嘉義廠,1
2_分區,知名食品加工廠,1
2_分區,機械傳動元件廠,1
2_分區,宜蘭食品廠,1
2_分區,南港區廠,1
2_分區,捷運奇岩站｜廠,1
2_分區,萬－蘆竹南崁門市,1
2_分區,－桃園中山二門市,1
2_分區,大樹藥局】門市,1
2_分區,興三路日班工廠,1
2_分區,中市后里區工廠,1
2_分區,全區-物流大廠,1
2_分區,264-晚班門市,1
2_分區,187-早班門市,1
2_分區,程師_散熱大廠,1
2_分區,ger｜五股廠,1
2_分區,r_知名大藥廠,1
2_分區,_IC測試大廠,1
2_分區,新埔門市,1
2_分區,391-早班門市,1
2_分區,-瀝青混凝土廠,1
2_分區,天｜一頭班｜門市,1
2_分區,中班林口食品廠,1
2_分區,湖口】網通大廠,1
2_分區,_知名刀具大廠,1
2_分區,徵夜班工廠,1
2_分區,飼料廠ˍ廠,1
2_分區,261-晚班門市,1
2_分區,161-晚班門市,1
2_分區,209-門市,1
2_分區,184-早班門市,1
2_分區,大同鄉,1
2_分區,209-早班門市,1
2_分區,673-晚班門市,1
2_分區,＜橡木桶蘆洲門市,1
2_分區,台北轉運站門市,1
2_分區,薪206蝦皮門市,1
2_分區,薪234蝦皮門市,1
2_分區,東山站門市,1
2_分區,-新北市淡水分店,1
2_分區,團-台北龍江分店,1
2_分區,棧-新光醫院門市,1
2_分區,團-台北民生分店,1
2_分區,・商品整理・門市,1
2_分區,96–224門市,1
2_分區,】蝦皮店到店門市,1
2_分區,團-桃園寶山分店,1
2_分區,ERVE天母門市,1
2_分區,團-新北淡水分店,1
2_分區,加分火鍋板橋分店,1
2_分區,加分板橋分店,1
2_分區,666-門市,1
2_分區,沐森門市,1
2_分區,201-門市,1
2_分區,皮小隊✨智取門市,1
2_分區,無人門市,1
2_分區,區蝦皮✨智取門市,1
2_分區,動汽車_新竹門市,1
2_分區,山區】⭐蝦皮門市,1
2_分區,口區】⭐蝦皮門市,1
2_分區,園區】⭐蝦皮門市,1
2_分區,⭐淡水區蝦皮門市,1
2_分區,北汐止】蝦皮門市,1
2_分區,中壢蝦皮智取門市,1
2_分區,✨一般門市,1
2_分區,動汽車_台南門市,1
2_分區,336-門市,1
2_分區,775-晚班門市,1
2_分區,薪259蝦皮門市,1
2_分區,內壢店-門市,1
2_分區,五股DC廠,1
2_分區,)－五股PC廠,1
2_分區,s13店,1
2_分區,】機械設備大廠,1
2_分區,行政助理/廠,1
2_分區,中鋼鋁業駐廠,1
2_分區,】上市櫃科技廠,1
2_分區,60％！工業廠,1
2_分區,政人員～林口廠,1
2_分區,混凝土廠廠,1
2_分區,系統家具工廠,1
2_分區,團＞電機電纜廠,1
2_分區,可以｜穩定大廠,1
2_分區,朴子1廠,1
2_分區,1廠,1
2_分區,招募印尼廠,1
2_分區,科日商汽車大廠,1
2_分區,臨廣加工區🍪廠,1
2_分區,技術員〈頭屋廠,1
2_分區,班＞AI元件廠,1
2_分區,世界第一元件廠,1
2_分區,🔷大寮區電子廠,1
2_分區,窗簾門市,1
2_分區,🍎上市櫃科技廠,1
2_分區,擎組長-大村廠,1
2_分區,管專員-斗南廠,1
2_分區,管專員-彰化廠,1
2_分區,近林口)-廠,1
2_分區,😊】上市櫃大廠,1
2_分區,彰化二林廠,1
2_分區,-建廠,1
2_分區,＜大寮元件廠,1
2_分區,電商門市,1
2_分區,上市櫃科技大廠,1
2_分區,新店湯泉分店,1
2_分區,老字號穩定大廠,1
2_分區,巴登咖啡“門市,1
2_分區,)公司_屏東廠,1
2_分區,)公司_斗南廠,1
2_分區,)公司_路竹廠,1
2_分區,)公司_台中廠,1
2_分區,)公司_嘉太廠,1
2_分區,龍井分公司,1
2_分區,台中】營業所,1
2_分區,_台積電P7廠,1
2_分區,保護？】土地廠,1
2_分區,台南仁德洗衣廠,1
2_分區,廠長、儲備廠,1
2_分區,立德廠,1
2_分區,造類-『中庄廠,1
2_分區,/不需輪班】廠,1
2_分區,彰化新廠,1
2_分區,中科】科技廠廠,1
2_分區,「科技廠,1
2_分區,廠務技術員/廠,1
2_分區,科高雄園區】廠,1
2_分區,灣電池中心-廠,1
2_分區,25046-廠,1
2_分區,工程師｜五股廠,1
2_分區,管人員〔汐止廠,1
2_分區,電腦門市,1
2_分區,清洗廠,1
2_分區,汽修廠,1
2_分區,鋼鐵廠,1
2_分區,務專員-市政廠,1
2_分區,台南】廠,1
2_分區,YOTA彰化廠,1
2_分區,💥中壢食品大廠,1
2_分區,.觀音汽車大廠,1
2_分區,/電腦設備大廠,1
2_分區,全台分店,1
2_分區,GA)廠,1
2_分區,鈑噴廠,1
2_分區,營業員-專營廠,1
2_分區,工業土地.廠,1
2_分區,腦週邊設備大廠,1
2_分區,司機/廠,1
2_分區,利澤廠,1
2_分區,周休二日】廠,1
2_分區,汐科分公司,1
2_分區,民雄廠,1
2_分區,夾治具工廠,1
2_分區,服人員-彰化分公司,1
2_分區,基隆協和電廠,1
2_分區,️平鎮電腦大廠,1
2_分區,agen大同廠,1
2_分區,管人員-八德廠,1
2_分區,事業一群技術服務處,1
2_分區,彰化員林門市,1
2_分區,價網通訊行】門市,1
2_分區,宜蘭復興】門市,1
2_分區,業區－科技大廠,1
2_分區,台積外包廠,1
2_分區,南科】科技廠,1
2_分區,新完工廠,1
2_分區,中科大廠,1
2_分區,工程師-光復廠,1
2_分區,苗栗分公司,1
2_分區,BOX廠,1
2_分區,X廠,1
2_分區,龍科園區科技廠,1
2_分區,新路二段夜班廠,1
2_分區,深坑區-廠,1
2_分區,中科園區晶圓廠,1
2_分區,苗龍頭CEO廠,1
2_分區,O廠,1
2_分區,三重區光復路廠,1
2_分區,彰濱工業區工廠,1
2_分區,台北市食品大廠,1
2_分區,竹北/科技廠,1
2_分區,園市全區：工廠,1
2_分區,中壢區)科技廠,1
2_分區,觀音區)科技廠,1
2_分區,楠梓園區晶圓廠,1
2_分區,市-台元園區廠,1
2_分區,、楊梅區：工廠,1
2_分區,、龍潭區：工廠,1
2_分區,龜山區去科技廠,1
2_分區,徵_湖口科技廠,1
2_分區,MG新營廠,1
2_分區,MG安平廠,1
2_分區,匯昇大中廠,1
2_分區,匯昇五股廠,1
2_分區,汽車林口服務廠,1
2_分區,MG仁德廠,1
